date,state,unemploy_perc,house_price_perc,date_numeric,hpi,hpi_trend,hpi_detrended
1982-11-01,Alabama,15.4,0.01534817155393342,4687,53.656158091,57.704769372822035,0.9298392260150188
1982-12-01,Alabama,15.5,0.027184172482290325,4717,53.848287437,57.83503323804214,0.9310669402638161
1983-01-01,Alabama,15.4,0.03453312748303561,4748,53.996077397,57.96994816639788,0.9314494683005199
1983-02-01,Alabama,15.2,0.03589820000259958,4779,54.125962615,58.105177818146586,0.9315170290744063
1983-03-01,Alabama,14.8,0.03409730220549978,4807,54.268511922,58.22759185151973,0.9320068063330632
1983-04-01,Alabama,14.5,0.03307008166945313,4838,54.464385072,58.363422522709016,0.9331938175971104
1983-05-01,Alabama,14.2,0.03428013969506294,4868,54.750758565,58.4951732443203,0.935987629890747
1983-06-01,Alabama,14,0.03721346133708181,4899,55.12020132,58.631628117181386,0.9401103651741781
1983-07-01,Alabama,13.7,0.04194044822930154,4929,55.54674559,58.763984291301874,0.9452515219976655
1983-08-01,Alabama,13.5,0.04818784085275407,4960,55.945793432,58.90106623431602,0.9498264973581367
1983-09-01,Alabama,13.2,0.05343864960337141,4991,56.236064022,59.03846795583612,0.9525325769643538
1983-10-01,Alabama,12.8,0.05620593256804085,5021,56.477093024,59.1717425380966,0.954460534733083
1983-11-01,Alabama,12.5,0.0585659765775719,5052,56.798583389,59.30977568095582,0.9576597236606619
1983-12-01,Alabama,12.2,0.0629021209999081,5082,57.235458929000004,59.44366271853538,0.9628521580173958
1984-01-01,Alabama,11.9,0.06837703544378448,5113,57.688169095,59.58233018439236,0.9682093485848839
1984-02-01,Alabama,11.6,0.07226261647891818,5144,58.037246293,59.72132112739069,0.9718011121890889
1984-03-01,Alabama,11.4,0.07438558106774829,5173,58.305306715,59.8516384273093,0.9741639201040864
1984-04-01,Alabama,11.3,0.0761646670666738,5204,58.612646828,59.99125760029669,0.9770198054276183
1984-05-01,Alabama,11.2,0.07656135169384926,5234,58.942550647,60.12668302837427,0.9803060418148216
1984-06-01,Alabama,11.1,0.07411792459324062,5265,59.205596245,60.266943812865456,0.9823892253245654
1984-07-01,Alabama,11,0.06794160703592,5295,59.320680751,60.40299158034451,0.9820818340114018
1984-08-01,Alabama,10.9,0.057548150155619426,5326,59.165370353,60.54389692482652,0.9772309573409497
1984-09-01,Alabama,10.7,0.04386527570697285,5357,58.702874475,60.68513096687107,0.9673353841330059
1984-10-01,Alabama,10.5,0.027427784311450543,5387,58.02613455,60.82212275813982,0.9540300785084711
1984-11-01,Alabama,10.3,0.009812244791089997,5418,57.355904993,60.96400583272169,0.9408158832340856
1984-12-01,Alabama,10.1,-0.004402650799263941,5448,56.98347119,61.10162716151977,0.9326015334970772
1985-01-01,Alabama,10,-0.006315635401775599,5479,57.323831652,61.24416225122891,0.9359885015138689
1985-02-01,Alabama,9.8,0.003587148293510811,5510,58.245434502,61.38702984029595,0.9488231415256757
1985-03-01,Alabama,9.6,0.011990750334568423,5538,59.004431091,61.51635796907421,0.9591665215398966
1985-04-01,Alabama,9.4,0.01291650240982345,5569,59.369717222,61.65986052390017,0.9628584417408391
1985-05-01,Alabama,9.2,0.012477873521366423,5599,59.678028339,61.79905268856999,0.9656786915446961
1985-06-01,Alabama,9,0.01580150351207732,5630,60.141133682,61.94321470074723,0.9709075315601035
1985-07-01,Alabama,8.9,0.02158974379231826,5660,60.60139905,62.083046514629814,0.976134427225947
1985-08-01,Alabama,8.8,0.028207816160747967,5691,60.834296243,62.22787101465479,0.9776052956829168
1985-09-01,Alabama,8.7,0.03637477578562809,5722,60.838178372,62.37303335466966,0.9753923306256077
1985-10-01,Alabama,8.7,0.050259780332033044,5752,60.942515326,62.51383544951537,0.9748644422116072
1985-11-01,Alabama,8.7,0.06733221342198892,5783,61.217805029,62.65966487432438,0.9769890271801437
1985-12-01,Alabama,8.9,0.07801487977412203,5813,61.429029844,62.80111401672005,0.9781519134779242
1986-01-01,Alabama,9.2,0.0737139136590248,5844,61.549395629,62.94761359187126,0.9777875937928834
1986-02-01,Alabama,9.5,0.061164914940718074,5875,61.808011549,63.09445491455119,0.9796108331977283
1986-03-01,Alabama,9.8,0.056309593848567596,5903,62.326946641,63.22738018902059,0.985758803459376
1986-04-01,Alabama,10,0.05777887223503342,5934,62.800032528,63.37487413846146,0.9909295029256304
1986-05-01,Alabama,10,0.055299501807490437,5964,62.978193575,63.51793780811719,0.9915024912372358
1986-06-01,Alabama,9.9,0.046643088353347295,5995,62.946301894,63.666109557122994,0.988694021542542
1986-07-01,Alabama,9.8,0.04346057322582553,6025,63.235170591,63.809830667259575,0.9909941764419313
1986-08-01,Alabama,9.8,0.04855518474646425,6056,63.788116736,63.9586833306173,0.9973331753292106
1986-09-01,Alabama,9.7,0.05248772656331946,6087,64.031436043,64.10788323068067,0.9988075228220281
1986-10-01,Alabama,9.7,0.05236956535068371,6117,64.134048365,64.25260160927348,0.9981548880309249
1986-11-01,Alabama,9.6,0.051084199482790194,6148,64.345067593,64.40248714849511,0.9991084264282726
1986-12-01,Alabama,9.5,0.0518511309081191,6178,64.614194512,64.54787057168409,1.001027515543557
1987-01-01,Alabama,9.3,0.053558426550118776,6209,64.845884414,64.6984449008775,1.0022788725965266
1987-02-01,Alabama,9,0.052917022664724644,6240,65.078707497,64.84937048300007,1.0035364570587473
1987-03-01,Alabama,8.7,0.04884955090992982,6268,65.371589994,64.98599295453572,1.0059335407821506
1987-04-01,Alabama,8.4,0.04488022575057338,6299,65.618512165,65.13758931564614,1.0073831846466315
1987-05-01,Alabama,8.1,0.04448277268645051,6329,65.779638244,65.28463217272014,1.0075822755647952
1987-06-01,Alabama,7.9,0.04693390757053506,6360,65.900617809,65.43692518578129,1.0070861004226932
1987-07-01,Alabama,7.7,0.043240691429227596,6390,65.96950309,65.58464376945241,1.0058681315995324
1987-08-01,Alabama,7.6,0.03389349483302473,6421,65.950118941,65.73763663588637,1.003232277824202
1987-09-01,Alabama,7.6,0.027600967699883627,6452,65.798765641,65.89098639710295,0.9986004040742816
1987-10-01,Alabama,7.5,0.02353201778891001,6482,65.643251932,66.03972998735624,0.9939963707387637
1987-11-01,Alabama,7.5,0.020290770961005844,6513,65.650678622,66.19378445816817,0.9917952139976014
1987-12-01,Alabama,7.4,0.01840535547926936,6543,65.803441731,66.34321159063546,0.9918639775390125
1988-01-01,Alabama,7.3,0.018601878421440343,6574,66.052139672,66.4979740094933,0.993295519989381
1988-02-01,Alabama,7.1,0.019656151699985358,6605,66.357904444,66.6530974510649,0.9955712034646009
1988-03-01,Alabama,7.1,0.02032732575606566,6634,66.700419599,66.79854051104856,0.9985310919774912
1988-04-01,Alabama,7,0.0214166838538834,6665,67.023843095,66.95436510044964,1.0010376917837416
1988-05-01,Alabama,7,0.024201734328406888,6695,67.371619573,67.10550918240571,1.0039655520662387
1988-06-01,Alabama,7,0.027284415075004675,6726,67.698677619,67.26204985432608,1.0064914430294578
1988-07-01,Alabama,7.1,0.02698982732325428,6756,67.750008587,67.41388850981126,1.0049859173624114
1988-08-01,Alabama,7.2,0.022249672488274586,6787,67.417487488,67.57114855496506,0.9977259367311174
1988-09-01,Alabama,7.3,0.017023597815063463,6818,66.918897364,67.72877544918134,0.988042333855733
1988-10-01,Alabama,7.4,0.014456189312239243,6848,66.592203209,67.88166770007369,0.981004230821626
1988-11-01,Alabama,7.4,0.013138484005113638,6879,66.513229013,68.04001895919252,0.9775604126873007
1988-12-01,Alabama,7.4,0.012756968069111307,6909,66.642894136,68.19361381721907,0.9772600454145822
1989-01-01,Alabama,7.2,0.013204654237260804,6940,66.924335338,68.35269277001575,0.9791031285801469
1989-02-01,Alabama,7.1,0.014004891697330102,6971,67.287239709,68.51214281493978,0.9821213721303624
1989-03-01,Alabama,7.1,0.015040942726169071,6999,67.70365679,68.6564818919712,0.9861218478472223
1989-04-01,Alabama,7.1,0.0156275343464769,7030,68.071260505,68.81664060230663,0.9891686067383875
1989-05-01,Alabama,7.1,0.013518603082016467,7060,68.282389757,68.97198862108827,0.9900017546561297
1989-06-01,Alabama,7.2,0.010085124820937263,7091,68.381427233,69.1328833311348,0.9891302653393543
1989-07-01,Alabama,7.2,0.011590356110311673,7121,68.535255313,69.28894524238413,0.9891225082623555
1989-08-01,Alabama,7.1,0.02092170304108487,7152,68.827976141,69.45057933438419,0.9910353059779884
1989-09-01,Alabama,7,0.03323178120977732,7183,69.14273152,69.61259047902377,0.9932503738793437
1989-10-01,Alabama,6.9,0.04224483958235803,7213,69.405380151,69.76973529048978,0.9947777480024431
1989-11-01,Alabama,6.8,0.04661366204900408,7244,69.613654192,69.93249094759076,0.9954407922373348
1989-12-01,Alabama,6.7,0.04543953758701158,7274,69.671116429,70.09035790857706,0.9940185570157324
1990-01-01,Alabama,6.7,0.039953807975762645,7305,69.598217381,70.25386149950167,0.9906675006254806
1990-02-01,Alabama,6.7,0.03376005306242558,7336,69.558860492,70.41774650414769,0.9878029892351482
1990-03-01,Alabama,6.7,0.028867969304261942,7364,69.658123876,70.56610024290747,0.9871329666258732
1990-04-01,Alabama,6.7,0.02670217785766571,7395,69.88891141,70.73071362385653,0.9880984911543067
1990-05-01,Alabama,6.6,0.027343420794797124,7425,70.149463873,70.89038250818899,0.9895483899370496
1990-06-01,Alabama,6.6,0.02808601434211022,7456,70.301988979,71.05575236001977,0.9893919442693302
1990-07-01,Alabama,6.7,0.026229883726121006,7486,70.332927091,71.2161549930974,0.987597927714814
1990-08-01,Alabama,6.7,0.02241398645573467,7517,70.370685466,71.38228479212634,0.9858284260713671
1990-09-01,Alabama,6.8,0.019422028758171894,7548,70.48562364,71.54880213117517,0.9851405130553273
1990-10-01,Alabama,7,0.01725983510779372,7578,70.603305568,71.71031778436596,0.9845627205321449
1990-11-01,Alabama,7.1,0.013915237322957852,7609,70.582344711,71.8776003438213,0.9819797040159168
1990-12-01,Alabama,7.2,0.010988483466892518,7639,70.43669634,72.03985823247238,0.9777461820191402
1991-01-01,Alabama,7.3,0.010873111129518387,7670,70.354966533,72.20790952885858,0.9743387807797145
1991-02-01,Alabama,7.4,0.013325851853289272,7701,70.485791562,72.37635284764612,0.9738787433842405
1991-03-01,Alabama,7.5,0.016541840274813868,7729,70.810397435,72.52883291234278,0.9763068643415281
1991-04-01,Alabama,7.5,0.01848275438748881,7760,71.180650994,72.69802486656573,0.9791277152941802
1991-05-01,Alabama,7.5,0.019064924607567146,7790,71.486858113,72.86213479744167,0.9811249466095803
1991-06-01,Alabama,7.4,0.019600152926136927,7821,71.679918714,73.03210426310417,0.981485052871641
1991-07-01,Alabama,7.3,0.02032895623908937,7851,71.762722088,73.19696835128732,0.9804056602945073
1991-08-01,Alabama,7.2,0.02086325726796212,7882,71.838847181,73.36771890139637,0.9791615203077103
1991-09-01,Alabama,7.2,0.020742009128941197,7913,71.947637089,73.53886777060278,0.9783620454075188
1991-10-01,Alabama,7.2,0.021200705476294823,7943,72.100145455,73.70487583655347,0.9782276224830486
1991-11-01,Alabama,7.3,0.02439106309161332,7974,72.303923134,73.87681121008441,0.978709312836858
1991-12-01,Alabama,7.4,0.028717493822198126,8004,72.459461732,74.0435821561077,0.9786055674512361
1992-01-01,Alabama,7.5,0.031705753281166205,8035,72.585623744,74.21630764829645,0.9780279569818524
1992-02-01,Alabama,7.6,0.032795662767958866,8066,72.797419812,74.38943606663737,0.9785988933534695
1992-03-01,Alabama,7.7,0.03130408224349779,8095,73.02705194,74.55176051404867,0.9795483223530135
1992-04-01,Alabama,7.7,0.028070653908018217,8126,73.178738413,74.72567146153872,0.979298505877797
1992-05-01,Alabama,7.7,0.02597685212384926,8156,73.343861655,74.8943586411522,0.9792975463802124
1992-06-01,Alabama,7.7,0.0264054826785165,8187,73.572661566,75.06906878593125,0.9800662610562222
1992-07-01,Alabama,7.6,0.03011035855566191,8217,73.923523381,75.23853115732295,0.9825221498068152
1992-08-01,Alabama,7.6,0.036049091301188385,8248,74.428572342,75.41404417205403,0.9869325158082528
1992-09-01,Alabama,7.5,0.04092353431090179,8279,74.891988684,75.58996661554276,0.9907662622065605
1992-10-01,Alabama,7.4,0.042361385094656256,8309,75.154407482,75.76060487179478,0.9919985143885715
1992-11-01,Alabama,7.4,0.04049460933916027,8340,75.231842255,75.93733575628129,0.9907095305062381
1992-12-01,Alabama,7.4,0.03740109493255006,8370,75.169524939,76.10875817036668,0.9876593278625799
1993-01-01,Alabama,7.5,0.03498360000260936,8401,75.124930171,76.28630121099287,0.9847761521851643
1993-02-01,Alabama,7.5,0.03484776683777224,8432,75.334247324,76.46425841592857,0.985221708608199
1993-03-01,Alabama,7.5,0.037146682714630286,8460,75.739764668,76.62535074251743,0.9884426489936309
1993-04-01,Alabama,7.6,0.04003393184323545,8491,76.108371039,76.80409886674016,0.9909415273663026
1993-05-01,Alabama,7.6,0.04322308447449852,8521,76.514009583,76.97747792867678,0.9939791695162292
1993-06-01,Alabama,7.6,0.04657100876969533,8552,76.999014633,77.15704747914297,0.9979518028319359
1993-07-01,Alabama,7.5,0.04750979594003901,8582,77.435614892,77.33122329412055,1.0013499281846663
1993-08-01,Alabama,7.4,0.04503019827653909,8613,77.780105712,77.51161804564505,1.0034638377203897
1993-09-01,Alabama,7.2,0.042432309047214956,8644,78.069828693,77.6924336138202,1.0048575525521017
1993-10-01,Alabama,7.1,0.04207255804334964,8674,78.316345653,77.86781801983886,1.0057601155980365
1993-11-01,Alabama,7,0.042558036929996934,8705,78.433561776,78.04946451507169,1.0049212030257317
1993-12-01,Alabama,6.9,0.0438959966778778,8735,78.469166156,78.22565488956924,1.003112933560921
1994-01-01,Alabama,6.8,0.04518902957077864,8766,78.519752862,78.408136130335,1.0014235350714047
1994-02-01,Alabama,6.6,0.04591636732126747,8797,78.793322296,78.59104305501837,1.0025738205413564
1994-03-01,Alabama,6.5,0.04848723170843949,8825,79.412176187,78.75661601991794,1.008323874237007
1994-04-01,Alabama,6.3,0.05264984339169021,8856,80.115464855,78.94033586259764,1.014886293294315
1994-05-01,Alabama,6.1,0.05379969925030026,8886,80.630440287,79.11853730734826,1.0191093393673156
1994-06-01,Alabama,6.1,0.050627508398390475,8917,80.897282893,79.30310142350426,1.0201023849115596
1994-07-01,Alabama,6,0.04636054643598975,8947,81.025572312,79.48212178226568,1.0194188390436085
1994-08-01,Alabama,6,0.04268456037194346,8978,81.10011533,79.6675340517059,1.0179819959955623
1994-09-01,Alabama,6,0.04049372794747086,9009,81.231167097,79.85337884243378,1.0172539756556183
1994-10-01,Alabama,6,0.04102893470332547,9039,81.529581885,80.03364140811009,1.0186913959001536
1994-11-01,Alabama,6,0.04507027338750391,9070,81.968583848,80.2203402373851,1.0217930216381725
1994-12-01,Alabama,5.9,0.049327235315651974,9100,82.33983318,80.40143118882932,1.024109048340423
1995-01-01,Alabama,6,0.05079731563865253,9131,82.508345532,80.58898798133418,1.023816623073991
1995-02-01,Alabama,6,0.04825549574767751,9162,82.595533125,80.77698229777234,1.0225132305701128
1995-03-01,Alabama,6,0.04158490461492481,9190,82.714523959,80.94716052591113,1.0218335445197382
1995-04-01,Alabama,6.1,0.03474791361491136,9221,82.899310107,81.13599037092918,1.021732892246825
1995-05-01,Alabama,6.1,0.03141809997543121,9251,83.163695521,81.31914832873848,1.0226828149356018
1995-06-01,Alabama,6.2,0.032131213163710814,9282,83.496610734,81.50884592994093,1.0243871052445965
1995-07-01,Alabama,6.1,0.03532325650202317,9312,83.887659386,81.69284557911837,1.0268666587792683
1995-08-01,Alabama,6.1,0.03880676820487583,9343,84.247348707,81.88341492422654,1.028869506541233
1995-09-01,Alabama,5.9,0.03852377420926634,9374,84.360498237,82.07442882081332,1.027853613470496
1995-10-01,Alabama,5.8,0.03422248477780232,9404,84.31972676,82.2597052277747,1.0250428995158827
1995-11-01,Alabama,5.6,0.029490532830023897,9435,84.385881061,82.4515969172234,1.0234596322702945
1995-12-01,Alabama,5.5,0.026634143528149412,9465,84.532884115,82.6377247507586,1.02293334394137
1996-01-01,Alabama,5.4,0.02695680835264569,9496,84.73250719,82.83049826691344,1.0229626642708043
1996-02-01,Alabama,5.4,0.029995831484621815,9527,85.073054818,83.02372147633662,1.0246837085259721
1996-03-01,Alabama,5.4,0.03599414831276504,9556,85.691762802,83.20488671192999,1.0298885821295571
1996-04-01,Alabama,5.4,0.04314021763732412,9587,86.475604387,83.3989832776462,1.0368903910867995
1996-05-01,Alabama,5.3,0.04647145982136047,9617,87.028433856,83.58724975952029,1.0411687680403408
1996-06-01,Alabama,5.2,0.04542630635731304,9648,87.289553353,83.78223828431881,1.0418622746360506
1996-07-01,Alabama,5.1,0.041798579286444815,9678,87.394044368,83.97136993347581,1.0407600166251392
1996-08-01,Alabama,5,0.0387325772867777,9709,87.510465652,84.16725451630089,1.039721042998398
1996-09-01,Alabama,5,0.0404596498518901,9740,87.773694457,84.36359604974875,1.0404214444016864
1996-10-01,Alabama,5.1,0.04349604978487487,9770,87.987301793,84.5540400671974,1.0406043486872312
1996-11-01,Alabama,5.2,0.041811865985608154,9801,87.914212211,84.75128387634162,1.0373201229526308
1996-12-01,Alabama,5.2,0.03831485512305233,9831,87.771749323,84.94260306780697,1.0333065641152368
1997-01-01,Alabama,5.3,0.03740638307671906,9862,87.902043813,85.14075329900118,1.0324320658087391
1997-02-01,Alabama,5.2,0.03801462991917548,9893,88.307075513,85.3393657660194,1.0347753902357018
1997-03-01,Alabama,5.1,0.036745029825976605,9921,88.840509182,85.51915587012373,1.03883753619973
1997-04-01,Alabama,5.1,0.03268927817317402,9952,89.302429474,85.71865105740532,1.0418086189223235
1997-05-01,Alabama,5.1,0.030797163596380184,9982,89.708662771,85.91215400230149,1.0441905899437325
1997-06-01,Alabama,5.1,0.032443650164497795,10013,90.121545085,86.11256595770568,1.0465551000914701
1997-07-01,Alabama,5.1,0.034690409031008285,10043,90.425779514,86.3069581337354,1.0477229353151614
1997-08-01,Alabama,5,0.03442947788646755,10074,90.523405294,86.50829107021508,1.0464130567615308
1997-09-01,Alabama,4.9,0.029911068734678636,10105,90.399099465,86.71009366698853,1.0425441334682346
1997-10-01,Alabama,4.8,0.02695694350964506,10135,90.359170517,86.90583471365457,1.0397365241899326
1997-11-01,Alabama,4.6,0.029453016331254744,10166,90.503550939,87.1085646821121,1.038974195812746
1997-12-01,Alabama,4.4,0.03263656067122911,10196,90.636317345,87.30520524497372,1.0381547937569056
1998-01-01,Alabama,4.3,0.03166493962212469,10227,90.685456723,87.50886684679607,1.0363002058038904
1998-02-01,Alabama,4.2,0.028277058338687766,10258,90.804139839,87.7130035411165,1.0352414827116767
1998-03-01,Alabama,4.2,0.026509137584695086,10286,91.195594463,87.8977943454119,1.0375185764574335
1998-04-01,Alabama,4.3,0.027526734988947865,10317,91.760633784,88.10283831206667,1.041517339758989
1998-05-01,Alabama,4.3,0.027944123617127392,10347,92.215492733,88.30172336749844,1.044322683819126
1998-06-01,Alabama,4.4,0.026514912818530245,10378,92.511109996,88.50770960135743,1.0452322222852004
1998-07-01,Alabama,4.5,0.026510833590644767,10408,92.823042307,88.70750862108778,1.0463944230864561
1998-08-01,Alabama,4.5,0.028334550723866814,10439,93.088345313,88.91444145228321,1.04694292392262
1998-09-01,Alabama,4.5,0.03149195180978781,10470,93.245943549,89.12185700695146,1.0462746926573452
1998-10-01,Alabama,4.5,0.03459778274980785,10500,93.485397468,89.32304241494282,1.0465988947591072
1998-11-01,Alabama,4.5,0.03590016343325475,10531,93.752643209,89.53141113530523,1.0471480569798615
1998-12-01,Alabama,4.5,0.035885994105644636,10561,93.888891695,89.7335210787268,1.046307896606749
1999-01-01,Alabama,4.5,0.03650903186288179,10592,93.996294952,89.94284734499892,1.0450669255716691
1999-02-01,Alabama,4.6,0.03844567347028183,10623,94.295166149,90.15266191804018,1.045949882597209
1999-03-01,Alabama,4.6,0.03972908494466765,10651,94.818711982,90.34259251250893,1.0495460595606807
1999-04-01,Alabama,4.7,0.0386816135485204,10682,95.310083159,90.55333959284914,1.0525297420011055
1999-05-01,Alabama,4.8,0.03823616916746353,10712,95.741459913,90.75775645738493,1.0549121491115214
1999-06-01,Alabama,4.8,0.03964449120931057,10743,96.178665883,90.96947201324495,1.0572630988668
1999-07-01,Alabama,4.8,0.03924089940893172,10773,96.465501973,91.17482826317503,1.0580277891454153
1999-08-01,Alabama,4.8,0.038780127177702184,10804,96.698323183,91.38751674512582,1.058113040238151
1999-09-01,Alabama,4.8,0.03928250807044664,10835,96.908878079,91.60070137706906,1.0579490836001368
1999-10-01,Alabama,4.8,0.039046605661055,10865,97.135684918,91.80748257640384,1.058036689298848
1999-11-01,Alabama,4.8,0.03926154856022923,10896,97.433517163,92.02164688548855,1.0588108391957598
1999-12-01,Alabama,4.8,0.03971537518105106,10926,97.617724254,92.22937833537576,1.0584233138711017
2000-01-01,Alabama,4.7,0.0394675219687588,10957,97.706095788,92.44452682364923,1.0569159597126603
2000-02-01,Alabama,4.7,0.03806120963113724,10988,97.884154235,92.66017720050583,1.0563778010394917
2000-03-01,Alabama,4.6,0.03567356606407124,11017,98.201233568,92.86237005014142,1.0574922168686396
2000-04-01,Alabama,4.6,0.03644065096665505,11048,98.783244633,93.07899515262373,1.061283960694063
2000-05-01,Alabama,4.5,0.039800156478317916,11078,99.551984999,93.2891134809901,1.0671340018606363
2000-06-01,Alabama,4.5,0.039879078606329,11109,100.01418246,93.5067340710891,1.0695933662271166
2000-07-01,Alabama,4.5,0.03677640072813748,11139,100.01315593,93.71781798558352,1.0671733303200133
2000-08-01,Alabama,4.5,0.03240345225087493,11170,99.831682681,93.93643863800261,1.062757798022507
2000-09-01,Alabama,4.5,0.03019834588957182,11201,99.835365899,94.15556927871093,1.0603235333161891
2000-10-01,Alabama,4.6,0.02937565129034514,11231,99.989108926,94.36811788638323,1.0595645135826943
2000-11-01,Alabama,4.6,0.027029782396073676,11262,100.06712393,94.58825552875831,1.0579233475722143
2000-12-01,Alabama,4.6,0.024404131157589326,11292,100,94.80178089076081,1.054832504836898
2001-01-01,Alabama,4.7,0.022645913329716105,11323,99.918739565,95.02293016241819,1.0515223998482643
2001-02-01,Alabama,4.7,0.02187641821840791,11354,100.02550893,95.24459532101244,1.050196166962272
2001-03-01,Alabama,4.7,0.02245177501230944,11382,100.40602557,95.4452534294298,1.051975053366463
2001-04-01,Alabama,4.7,0.022892726042778255,11413,101.04466239,95.6679037644841,1.0562023250635078
2001-05-01,Alabama,4.8,0.020607906221263406,11443,101.60354297,95.88386634534723,1.0596521275440862
2001-06-01,Alabama,4.8,0.018446720301271924,11474,101.85911611,96.10753985661175,1.0598452136218381
2001-07-01,Alabama,4.9,0.019540974603059924,11504,101.96751047,96.32449488051337,1.058583391446657
2001-08-01,Alabama,5.1,0.0220592830838775,11535,102.03389803,96.54919626993279,1.0568073269583007
2001-09-01,Alabama,5.4,0.022687111431948903,11566,102.10034197,96.77442183250753,1.055034378264851
2001-10-01,Alabama,5.6,0.021997787035264338,11596,102.18864805,96.9928822887117,1.053568526253529
2001-11-01,Alabama,5.8,0.021310181468708222,11627,102.1995725,97.21914286179961,1.051228898873139
2001-12-01,Alabama,6,0.02189149570000004,11657,102.18914957,97.43860723987801,1.048754210109212
2002-01-01,Alabama,6.1,0.02372109651621601,11688,102.28892163,97.66590757980768,1.047334982746304
2002-02-01,Alabama,6.1,0.02473884978412566,11719,102.50002497,97.89373815560582,1.0470539474861233
2002-03-01,Alabama,6,0.02454537081822661,11747,102.8705287,98.09997738900276,1.0486294843074249
2002-04-01,Alabama,6,0.023595765907927335,11778,103.42888859,98.32882054305892,1.0518674791253875
2002-05-01,Alabama,5.9,0.02422604623863145,11808,104.0649951,98.55078992905054,1.0559529271649604
2002-06-01,Alabama,5.9,0.025865758614621814,11839,104.49377942,98.78068471804382,1.0578361520601263
2002-07-01,Alabama,5.8,0.02797468043352147,11869,104.82001899,99.00367415098523,1.0587487776478333
2002-08-01,Alabama,5.8,0.029966040394742377,11900,105.09144994,99.23462540764066,1.0590199691720545
2002-09-01,Alabama,5.8,0.03054192708694603,11931,105.21868317,99.46611541685672,1.0578344467262504
2002-10-01,Alabama,5.8,0.032538930825007695,11961,105.5137574,99.69065215434746,1.058411747940387
