date,state,unemploy_perc,house_price_perc,date_numeric,hpi,hpi_trend,hpi_detrended
1988-03-01,California,5.3,0.11619301201015309,6634,58.289845756,57.49381020377276,1.0138455870189484
1988-04-01,California,5.3,0.1205647458443928,6665,59.104439269,57.717643922199585,1.024027234179374
1988-05-01,California,5.3,0.1270017346825476,6695,59.98661276,57.93508687590037,1.0354107673730446
1988-06-01,California,5.3,0.1338689692411934,6726,60.978167925,58.16063856358384,1.0484439206824718
1988-07-01,California,5.3,0.14313195926279176,6756,61.99552612,58.37975043612388,1.0619354426297578
1988-08-01,California,5.3,0.15182574675077087,6787,62.974476864,58.607033278827004,1.0745208098897376
1988-09-01,California,5.3,0.15926403006690193,6818,64.022835419,58.83520097441488,1.0881722907148905
1988-10-01,California,5.3,0.16910587015778278,6848,65.132932318,59.05685416418652,1.1028852322021947
1988-11-01,California,5.2,0.1794945323838173,6879,66.192078135,59.28677309318617,1.1164729446644055
1988-12-01,California,5.1,0.18752932599913863,6909,67.162449368,59.510127516214084,1.1285885641851627
1989-01-01,California,5.1,0.19302611571995576,6940,68.057431771,59.741811119697566,1.1391926440703548
1989-02-01,California,5,0.19850551076807021,6971,69.028069955,59.97439670901719,1.1509589715409607
1989-03-01,California,5,0.2065028089006562,6999,70.326862635,60.18525221221639,1.1685065701315622
1989-04-01,California,5,0.2140781426994509,7030,71.757407853,60.419564197269565,1.1876518608891722
1989-05-01,California,5.1,0.218059625775743,7060,73.06727109,60.64718624847596,1.2047924332488906
1989-06-01,California,5.1,0.21696735860074634,7091,74.208439952,60.88329662561061,1.2188636960368562
1989-07-01,California,5.2,0.2155993586719156,7121,75.361721792,61.112665722297265,1.2331604406597485
1989-08-01,California,5.2,0.21394513153474137,7152,76.4475596,61.35058829453786,1.2460770422116108
1989-09-01,California,5.2,0.20555485291884557,7183,77.183039937,61.58943714203934,1.253186317631029
1989-10-01,California,5.2,0.19571028570868165,7213,77.880117111,61.821466521945865,1.2597584866957745
1989-11-01,California,5.2,0.18710634087874745,7244,78.57703567,62.062148582869675,1.2661024064463142
1989-12-01,California,5.2,0.1790992377316598,7274,79.191192854,62.29595883539956,1.271209149589327
1990-01-01,California,5.2,0.16948765358664541,7305,79.592326191,62.53848818003111,1.2726934805631307
1990-02-01,California,5.2,0.15696422821996014,7336,79.863007681,62.78196173491488,1.2720693249154376
1990-03-01,California,5.2,0.14228885435904393,7364,80.33359135,63.00268795910149,1.275081967965382
1990-04-01,California,5.3,0.1248712365189677,7395,80.717844101,63.247968727010004,1.2762124337841303
1990-05-01,California,5.4,0.10691611640152199,7425,80.879339951,63.486246387028785,1.2739663242639732
1990-06-01,California,5.5,0.09313006597996454,7456,81.119476861,63.733409734655346,1.2727936132513382
1990-07-01,California,5.7,0.08059127706454183,7486,81.435219193,63.97351622411651,1.2729520589068517
1990-08-01,California,5.9,0.06601376240661572,7517,81.494150636,64.22257660064274,1.2689330598296862
1990-09-01,California,6.1,0.052486291759259895,7548,81.23409149,64.47260661390024,1.2599783963517615
1990-10-01,California,6.4,0.0369982635220385,7578,80.761546207,64.71549792169193,1.2479475365348243
1990-11-01,California,6.6,0.020469452980574676,7609,80.185464607,64.96744696609021,1.2342406597700053
1990-12-01,California,6.9,0.008445990872155695,7639,79.860040946,65.21220251400811,1.2246180602295316
1991-01-01,California,7.1,-2.196689911794225e-4,7670,79.574842225,65.46608531850092,1.2155124571426283
1991-02-01,California,7.3,-0.008047909685135801,7701,79.220277408,65.72095653430226,1.2054035970497772
1991-03-01,California,7.5,-0.01527725099022359,7729,79.106314912,65.95201555483743,1.1994525754292544
1991-04-01,California,7.6,-0.020109418135213608,7760,79.094655223,66.20877858423245,1.1946248958870889
1991-05-01,California,7.7,-0.02201183357923775,7790,79.09903738,66.4582106711639,1.1902071479381695
1991-06-01,California,7.7,-0.02469511985922468,7821,79.116221657,66.71694440896617,1.1858489977003124
1991-07-01,California,7.7,-0.02916769119722784,7851,79.059941867,66.96829093783236,1.1805578544686544
1991-08-01,California,7.8,-0.03395109612661906,7882,78.727334894,67.22901050962935,1.1710321823452052
1991-09-01,California,7.8,-0.03323516946493266,7913,78.534262693,67.49074510949656,1.1636301031435718
1991-10-01,California,8,-0.02671095369411114,7943,78.604328286,67.74500682163189,1.1602970015629341
1991-11-01,California,8.1,-0.020279635030736487,7974,78.55933265,68.00875028771968,1.1551356600091127
1991-12-01,California,8.3,-0.0178053582512121,8004,78.438104307,68.26496351014431,1.1490243350872653
1992-01-01,California,8.5,-0.015314707147696116,8035,78.35617682,68.53073126090891,1.1433728398677645
1992-02-01,California,8.7,-0.012361146388779387,8066,78.241023962,68.79753369321027,1.1372649535796038
1992-03-01,California,8.8,-0.013297296368440015,8095,78.054414798,69.0480633378815,1.1304359749533683
1992-04-01,California,9,-0.01628406826439366,8126,77.806672458,69.3168798367761,1.1224779972961165
1992-05-01,California,9.2,-0.021270289888829952,8156,77.416577925,69.57802124984818,1.112658516789437
1992-06-01,California,9.3,-0.025768158138775532,8187,77.077542346,69.84890096997694,1.1034896938339822
1992-07-01,California,9.5,-0.027001523117626602,8217,76.925203019,70.11204669644037,1.097175259368167
1992-08-01,California,9.6,-0.0224387302374518,8248,76.960793464,70.38500547344537,1.0934259782509432
1992-09-01,California,9.7,-0.022524913042287764,8279,76.765285255,70.65902692794235,1.0864186586277897
1992-10-01,California,9.7,-0.029752373514227104,8309,76.265662951,70.92522468787774,1.0752967408510024
1992-11-01,California,9.8,-0.03430554671342412,8340,75.864311794,71.20134931270047,1.0654898049869932
1992-12-01,California,9.8,-0.04175284628478382,8370,75.163090195,71.46959019451657,1.0516793224982952
1993-01-01,California,9.7,-0.05346028289030558,8401,74.167233441,71.74783413192446,1.033720868906327
1993-02-01,California,9.7,-0.060356364575360644,8432,73.518680195,72.02716132290202,1.0207077280945644
1993-03-01,California,9.6,-0.060085397579845434,8460,73.364484252,72.28039143738636,1.0149984358559092
1993-04-01,California,9.6,-0.05742129429081655,8491,73.338912621,72.56179196950332,1.010709777562044
1993-05-01,California,9.5,-0.055119873925892016,8521,73.14938591,72.83515812410488,1.0043142322195513
1993-06-01,California,9.5,-0.05627001919094121,8552,72.740387559,73.11871846246727,0.9948257995842545
1993-07-01,California,9.5,-0.06080946054629999,8582,72.247422921,73.39418275783473,0.984375330663215
1993-08-01,California,9.4,-0.06500471884220083,8613,71.957978723,73.67991947939406,0.9766294430210983
1993-09-01,California,9.4,-0.06718541237575959,8644,71.607777909,73.96676862527619,0.9681074249947691
1993-10-01,California,9.3,-0.06770996596879764,8674,71.101717508,74.24542782812352,0.9576578597216633
1993-11-01,California,9.3,-0.06900343153727817,8705,70.629413949,74.53447859946844,0.9476072721799882
1993-12-01,California,9.3,-0.06608746492610862,8735,70.195752108,74.81527656830214,0.9382542620679243
1994-01-01,California,9.2,-0.05978530274460525,8766,69.733122936,75.10654586303244,0.9284559972065332
1994-02-01,California,9.1,-0.054746592802324745,8797,69.493782947,75.39894912138547,0.9216810546672383
1994-03-01,California,9,-0.050118406439962904,8825,69.687573212,75.66403362794281,0.9210131930669938
1994-04-01,California,8.9,-0.04662479502076611,8856,69.919500853,75.95860728618688,0.9204947714426421
1994-05-01,California,8.8,-0.04426966539383226,8886,69.911087072,76.24477045579881,0.9169296025689969
1994-06-01,California,8.7,-0.03917592866395736,8917,69.890715325,76.54160502670707,0.9131075223809793
1994-07-01,California,8.6,-0.03247810535146367,8947,69.900963508,76.82996455677458,0.9098138195332071
1994-08-01,California,8.5,-0.030245173455717977,8978,69.781597175,77.12907739331112,0.9047378697291624
1994-09-01,California,8.3,-0.02883776187866416,9009,69.542769861,77.42935472978584,0.8981447682689779
1994-10-01,California,8.2,-0.026480488474672215,9039,69.218909297,77.72105872966304,0.8906068757730636
1994-11-01,California,8,-0.024653548934404634,9070,68.888148236,78.0236407556911,0.8829137882927521
1994-12-01,California,7.8,-0.022591377189892126,9100,68.609933395,78.31758364302169,0.8760476281767068
1995-01-01,California,7.7,-0.01782597311955847,9131,68.490062161,78.62248804756344,0.8711256011074882
1995-02-01,California,7.7,-0.014116347986814382,9162,68.512784524,78.92857949965683,0.8680351902734785
1995-03-01,California,7.8,-0.018695671494206256,9190,68.384717236,79.20607333470028,0.8633771926431375
1995-04-01,California,7.9,-0.025204910296844463,9221,68.157186106,79.5144367890209,0.8571674384972934
1995-05-01,California,7.9,-0.02645575675422107,9251,68.061536358,79.81399603680602,0.852751894875851
1995-06-01,California,8,-0.02704088307311936,9282,68.000808664,80.12472624327701,0.8486869391295514
1995-07-01,California,8,-0.026489739741399898,9312,68.049305177,80.42658466913876,0.846104623949198
1995-08-01,California,7.9,-0.02605099961299373,9343,67.963716814,80.73969979306356,0.8417633083624474
1995-09-01,California,7.9,-0.02925691071935599,9374,67.508163252,81.05403393034364,0.8328785129931385
1995-10-01,California,7.9,-0.029491993267921512,9404,67.17750569,81.35939338976542,0.8256883795602461
1995-11-01,California,7.8,-0.02726293306021177,9435,67.010055262,81.67614010540025,0.8204361172739777
1995-12-01,California,7.8,-0.026663175876706524,9465,66.780574674,81.98384326070128,0.8145577472093343
1996-01-01,California,7.7,-0.026183414066473842,9496,66.696758504,82.30302107171997,0.8103804409060458
1996-02-01,California,7.7,-0.025726669602555097,9527,66.750178753,82.62344149922254,0.807884270393507
1996-03-01,California,7.6,-0.019948586367508514,9556,67.020538798,82.92431887562124,0.8082133167536121
1996-04-01,California,7.5,-0.010994948718019648,9587,67.40780134,83.24715812694502,0.809730960872066
1996-05-01,California,7.4,-0.006699555599238183,9617,67.605554311,83.56077986754697,0.8090584412706804
1996-06-01,California,7.3,-0.001709021043767689,9648,67.884593851,83.88609697570362,0.8092472566778471
1996-07-01,California,7.2,-1.6731809340697623e-5,9678,68.048166589,84.2021258268712,0.8081525961578986
1996-08-01,California,7,-8.937045507122487e-4,9709,67.902977331,84.52993980991508,0.8033009071542626
1996-09-01,California,7,0.003960782727888468,9740,67.775548419,84.85903003161006,0.7986839867690398
1996-10-01,California,6.9,0.006624404529896655,9770,67.622516663,85.17872426866404,0.7938897564338997
1996-11-01,California,6.9,0.0062680914880277605,9801,67.430080419,85.51034032465911,0.7885605432394099
1996-12-01,California,6.9,0.006951745777365348,9831,67.244816252,85.8324882799225,0.7834424656628483
1997-01-01,California,6.8,0.0073541126585721095,9862,67.18725398,86.16664955650913,0.7797361778113211
1997-02-01,California,6.8,0.009177037401903121,9893,67.36274764,86.50211178289928,0.7787410763920452
1997-03-01,California,6.6,0.012703838916696464,9921,67.871956927,86.80623232947643,0.7818788479309797
1997-04-01,California,6.5,0.0160076875309636,9952,68.486844361,87.14418456635313,0.7859026359797181
1997-05-01,California,6.4,0.01979926554321887,9982,68.944094633,87.47248779570013,0.788180333844227
1997-06-01,California,6.3,0.021070519492824902,10013,69.314957509,87.81303388464359,0.789347030192081
1997-07-01,California,6.3,0.023904843723782987,10043,69.674847377,88.14385690796462,0.7904674224745007
1997-08-01,California,6.2,0.02898747621043407,10074,69.871313271,88.48701675731648,0.7896222048329226
1997-09-01,California,6.2,0.03309734727828695,10105,70.018739282,88.83151258953013,0.7882195995641816
1997-10-01,California,6.1,0.03971638613192163,10135,70.308238646,89.16617258544433,0.7885079801830281
1997-11-01,California,6.1,0.04788482680038708,10166,70.658958141,89.51331249314832,0.7893681528812655
1997-12-01,California,6,0.05410258236658927,10196,70.882934462,89.85054107251119,0.788898248312117
1998-01-01,California,6,0.05723117931184718,10227,71.03245976,90.20034534952184,0.7874965387854421
1998-02-01,California,6,0.06509855807004006,10258,71.747965379,90.55151147734341,0.7923442050655534
1998-03-01,California,6,0.07338094328644162,10286,72.852465149,90.86986873586899,0.8017230151477374
1998-04-01,California,6,0.0810365689758723,10317,74.036783248,91.22364143835667,0.811596446717483
1998-05-01,California,6,0.09022646682233049,10347,75.1646767,91.56731343696492,0.8208679918488979
1998-06-01,California,6,0.09577481211235006,10378,75.953584541,91.92380141680664,0.8262667923904334
1998-07-01,California,6,0.09825300253560099,10408,76.520610333,92.27011116781487,0.8293109151437922
1998-08-01,California,6,0.10069537911376503,10439,76.90703165,92.62933526531596,0.8302664747589632
1998-09-01,California,6,0.10310863587422436,10470,77.238275975,92.98995788667912,0.8306087854037455
1998-10-01,California,5.9,0.10477967013356704,10500,77.675112699,93.34028422942886,0.8321713753096773
1998-11-01,California,5.8,0.10302409758821507,10531,77.93853354,93.70367470266477,0.8317553584457618
1998-12-01,California,5.7,0.10185252115754873,10561,78.102540044,94.05668987125749,0.8303772985303316
1999-01-01,California,5.6,0.10536824048172333,10592,78.517025062,94.42286944019169,0.8315466954934408
1999-02-01,California,5.5,0.10442337923345346,10623,79.240130377,94.79047461188611,0.8359503494569885
1999-03-01,California,5.4,0.10118559539369532,10651,80.224085211,95.1237350416618,0.8433655929917373
1999-04-01,California,5.3,0.09944541992508693,10682,81.399402248,95.49406880888917,0.8524027016892891
1999-05-01,California,5.3,0.09880509041024044,10712,82.591329377,95.85382903074967,0.8616382904276563
1999-06-01,California,5.2,0.09961165024299712,10743,83.519446439,96.2270051848671,0.8679418659922556
1999-07-01,California,5.2,0.09974186373822636,10773,84.152918622,96.58952663950907,0.8712426859288284
1999-08-01,California,5.1,0.101091686484301,10804,84.681693182,96.96556699641326,0.8733171558222557
1999-09-01,California,5.1,0.10208447663373676,10835,85.123104954,97.3430713458944,0.8744649596223183
1999-10-01,California,5.1,0.10171657754288299,10865,85.575959323,97.70979741988823,0.8758175902796574
1999-11-01,California,5,0.10498963667054917,10896,86.121271859,98.09019919193474,0.8779803952735896
1999-12-01,California,5,0.12128884798962103,10926,87.575507151,98.45973996304015,0.8894549912875468
2000-01-01,California,5,0.12727103766487824,10957,88.509968316,98.84306139595884,0.8954596009671822
2000-02-01,California,5,0.12131922692785402,10988,88.853481736,99.22787516798985,0.8954487999019801
2000-03-01,California,5,0.12575744293581148,11017,90.312861029,99.58921841640009,0.906853798685175
2000-04-01,California,5.1,0.12975374173904952,11048,91.961279265,99.9769371115841,0.9198249308474229
2000-05-01,California,5.1,0.1317366446220436,11078,93.471633984,100.35358589747025,0.9314229596090223
2000-06-01,California,5.1,0.13347831616846473,11109,94.667481517,100.74428041239766,0.9396809538911567
2000-07-01,California,5,0.1364387423278075,11139,95.634637002,101.12382005422478,0.9457181992404821
2000-08-01,California,5,0.13917846418906055,11170,96.467561184,101.51751322891668,0.9502553610279115
2000-09-01,California,4.9,0.1432534494199862,11201,97.317283364,101.91273912177257,0.9549079359717573
2000-10-01,California,4.8,0.1495138829785947,11231,98.370753291,102.29668076437066,0.9616221421454171
2000-11-01,California,4.8,0.1526620889264776,11262,99.268725122,102.6949400962371,0.9666369640896978
2000-12-01,California,4.7,0.14187177731757084,11292,100,103.08182856893285,0.9701030859491208
2001-01-01,California,4.8,0.14004798871630864,11323,100.90561136,103.48314462207036,0.9750922406592519
2001-02-01,California,4.8,0.14951684947442412,11354,102.13857439,103.8860230706053,0.9831791743590217
2001-03-01,California,4.9,0.14726428040774087,11382,103.61271952,104.25126125342855,0.993874973542274
2001-04-01,California,5,0.14136044581915264,11413,104.9609667,104.65713011782162,1.0029031617992612
2001-05-01,California,5.1,0.1334763997828008,11443,105.94789117,105.05141086028136,1.0085337293652434
2001-06-01,California,5.2,0.12802331158269586,11474,106.787126,105.46039485065347,1.0125803734304746
2001-07-01,California,5.4,0.12454108544115572,11504,107.5450785,105.85770177790249,1.0159400468152782
2001-08-01,California,5.6,0.12012585706294399,11535,108.05580965,106.2698248034784,1.016806133348054
2001-09-01,California,5.8,0.11538552863215124,11566,108.54628955,106.6835522979343,1.0174603977083894
2001-10-01,California,6,0.10812863389929084,11596,109.00744846,107.08546729561212,1.0179481045647605
2001-11-01,California,6.2,0.10060876903300331,11627,109.25602936,107.50237023262903,1.0163127484870906
2001-12-01,California,6.4,0.09712476699999995,11657,109.7124767,107.90737000955569,1.0167282984497208
2002-01-01,California,6.5,0.09603542508084373,11688,110.59612464,108.3274727613005,1.0209425348978507
2002-02-01,California,6.6,0.09579407915603277,11719,111.92284507,108.74921104843085,1.0291830532927342
2002-03-01,California,6.6,0.09994419524912779,11747,113.96820939,109.1315470263881,1.0443195619910197
2002-04-01,California,6.6,0.10764384680538575,11778,116.25936892,109.55641571889615,1.0611826624403498
2002-05-01,California,6.6,0.11761165779133842,11808,118.40859829,109.96915381788898,1.0767437429416515
2002-06-01,California,6.6,0.12865423459378422,11839,120.52574196,110.39728346391641,1.0917455409977919
2002-07-01,California,6.6,0.14014901658191636,11869,122.61741549,110.81318941165918,1.106523656082936
2002-08-01,California,6.7,0.15064394281737714,11900,124.33376286,111.24460503968656,1.1176610570521048
2002-09-01,California,6.7,0.15739089563379727,11931,125.63048728,111.67770024615658,1.1249379867519578
2002-10-01,California,6.7,0.1636967512962919,11961,126.85161364,112.0984299806685,1.131609190796657
2002-11-01,California,6.8,0.16931902063770932,11992,127.75515325,112.53484928082352,1.1352496943519708
2002-12-01,California,6.8,0.1735446947575836,12022,128.75249498,112.95880820151136,1.139818107414109
2003-01-01,California,6.8,0.17399110495631542,12053,129.83886657,113.39857710844576,1.1449779166614409
2003-02-01,California,6.8,0.17048118726848238,12084,131.00358458,113.84005811463639,1.1507687781402924
2003-03-01,California,6.8,0.16821073975460843,12112,133.1388862,114.24029228213371,1.165428445081297
2003-04-01,California,6.9,0.16466328535787134,12143,135.40301856,114.68505023651258,1.1806509940115226
2003-05-01,California,6.9,0.15662340841650058,12173,136.95415654,115.11710973122048,1.1896941893326323
2003-06-01,California,6.9,0.15104434848483872,12204,138.73047413,115.56528129324354,1.2004511439553844
2003-07-01,California,6.9,0.15156333116086307,12234,141.20171944,116.00065693233829,1.2172493085307368
2003-08-01,California,6.9,0.15339874529073683,12265,143.40640608,116.45226830213781,1.231460822282389
2003-09-01,California,6.8,0.15489969641388157,12296,145.09061162,116.90563787602612,1.241091655253299
2003-10-01,California,6.7,0.15780407529390583,12326,146.86931523,117.34606311650039,1.2515913302024384
2003-11-01,California,6.6,0.16389714377333742,12357,148.69385797,117.80291239396212,1.262225652560532
2003-12-01,California,6.6,0.16881469033571972,12387,150.48780755,118.24671798762135,1.2726594878155841
2004-01-01,California,6.5,0.17322443166795742,12418,152.33013044,118.70707367608816,1.2832439190242184
2004-02-01,California,6.5,0.1834473457123169,12449,155.03584445,119.16922161184517,1.3009722003134219
2004-03-01,California,6.5,0.19186922145064478,12478,158.68414064,119.6031822662968,1.3267551718372288
2004-04-01,California,6.4,0.204429360322822,12509,163.08337103,120.06881891357173,1.3582491483271033
2004-05-01,California,6.4,0.22739201106980844,12539,168.09643762,120.52116098538482,1.3947462524061185
2004-06-01,California,6.3,0.24350594663393288,12570,172.51216956,120.99037148851303,1.425833869568526
2004-07-01,California,6.2,0.24413162238189234,12600,175.67352429,121.4461853776123,1.4465133157025787
2004-08-01,California,6.1,0.23839775421837262,12631,177.59417123,121.91899716666364,1.4566570867313502
2004-09-01,California,6,0.2351119516908684,12662,179.20314849,122.39364969683972,1.4641539731340092
2004-10-01,California,5.9,0.23336049491568112,12692,181.14281132,122.85475023552733,1.47444694627377
2004-11-01,California,5.9,0.22893345666549325,12723,182.73485686,123.33304582028936,1.4816374285142202
2004-12-01,California,5.8,0.22310401451522766,12753,184.06224155,123.79768539927552,1.4867987309807746
2005-01-01,California,5.8,0.2227604676237418,12784,186.26326153,124.27965199980758,1.4987430245643782
2005-02-01,California,5.7,0.22139054740382647,12815,189.35931492,124.76349498278809,1.5177461560059962
2005-03-01,California,5.6,0.21827551550081603,12843,193.32100324,125.2021333177951,1.5440711601079653
2005-04-01,California,5.5,0.21275160607035426,12874,197.77962014,125.68956768605423,1.573556372108872
2005-05-01,California,5.4,0.19883444243807902,12904,201.51979907,126.16308512352754,1.5972960622569585
2005-06-01,California,5.3,0.18614941793327255,12935,204.62520951,126.65426064957654,1.615620417825116
2005-07-01,California,5.3,0.18187602445577378,12965,207.62432649,127.13141242956884,1.6331473278095172
2005-08-01,California,5.3,0.18435953698951812,12996,210.33535041,127.62635782755345,1.6480557307308066
2005-09-01,California,5.3,0.18260590829868173,13027,211.92670219,128.1232301367736,1.6540849146853762
2005-10-01,California,5.3,0.17267325864091032,13057,212.42133083,128.60591604883518,1.65172285503054
2005-11-01,California,5.2,0.1628492198004614,13088,212.49308573,129.106601953959,1.6458731196858363
2005-12-01,California,5.1,0.15431696583073573,13118,212.46616819,129.59299257844444,1.6394880923935087
2006-01-01,California,5,0.14342183799727648,13149,212.97748085,130.09752134959533,1.6370602501925566
2006-02-01,California,5,0.13151333046658453,13180,214.26258908,130.60401434177282,1.640551327306863
2006-03-01,California,4.9,0.11644415243414286,13208,215.83210361,131.06318653315776,1.6467790027018494
2006-04-01,California,4.9,0.097633725488659,13239,217.08958128,131.57343903315055,1.6499498901545262
2006-05-01,California,4.9,0.08006854038394118,13269,217.65519524,132.06912311288377,1.6480399817144469
2006-06-01,California,4.9,0.06168215768831353,13300,217.24693395,132.5832919044623,1.6385694670075408
2006-07-01,California,4.9,0.04058969467821916,13330,216.05173451,133.0827804601966,1.6234386880323586
2006-08-01,California,4.9,0.018392003875997487,13361,214.20383899,133.60089560169462,1.6033114001616244
2006-09-01,California,4.9,0.0010823877672307969,13392,212.15608906,134.12102785839642,1.5818257021113213
2006-10-01,California,4.9,-0.010152218336895169,13422,210.2647831,134.62630961401058,1.5618402056986764
2006-11-01,California,4.9,-0.019846288106326826,13453,208.27588673,135.15043399143804,1.5410670952280816
2006-12-01,California,4.9,-0.027376221068751594,13483,206.6496474,135.65959388716527,1.5232954889418335
2007-01-01,California,4.9,-0.030468244361337993,13514,206.48843092,136.18774102565575,1.5162042439715675
2007-02-01,California,5,-0.02941842660011229,13545,207.95932083,136.71794433571424,1.5210828530258678
2007-03-01,California,5.1,-0.028914848744081123,13573,209.59135098,137.1986116292784,1.527649212269965
2007-04-01,California,5.1,-0.03453302639305733,13604,209.59282104,137.73275043996318,1.5217355376298838
2007-05-01,California,5.2,-0.04248009508711603,13634,208.40918185,138.25163884291626,1.5074626499494728
2007-06-01,California,5.3,-0.04885003335624749,13665,206.63441398,138.78987727747355,1.4888291425381788
2007-07-01,California,5.4,-0.05837240227949314,13695,203.44027575,139.31274825432197,1.4603134192616043
2007-08-01,California,5.5,-0.06798842247024295,13726,199.64045789,139.85511777819764,1.4274805317215387
2007-09-01,California,5.6,-0.07839233303973869,13757,195.52467827,140.3995988439396,1.3926298926775025
2007-10-01,California,5.7,-0.09431869454129238,13787,190.43288325,140.928534216149,1.3512727164104592
2007-11-01,California,5.8,-0.11211553193515478,13818,184.9249249,141.47719428467175,1.3071005955059116
2007-12-01,California,5.9,-0.13042401832813377,13848,179.69757,142.0101893433064,1.2653850461785192
2008-01-01,California,6,-0.15358173181279355,13879,174.7755801,142.5630604893054,1.2259527783714428
2008-02-01,California,6.1,-0.18221436898698307,13910,170.06614441,143.11808406186952,1.188292489553458
2008-03-01,California,6.2,-0.20703157461941557,13939,166.19932356,143.6392556914507,1.1570606012955835
2008-04-01,California,6.5,-0.22135856190010272,13970,163.19765559,144.19846908502333,1.131757199820022
2008-05-01,California,6.7,-0.23028884252586979,14000,160.41487259,144.7417161565644,1.1082836161516991
2008-06-01,California,7,-0.2342513180049719,14031,158.23003016,145.30522162652676,1.0889493742123972
2008-07-01,California,7.3,-0.234971272840501,14061,155.63765521,145.85263822969262,1.0670883783733667
2008-08-01,California,7.6,-0.2366800728639623,14092,152.38953977,146.42046871860262,1.0407666435139544
2008-09-01,California,7.9,-0.23473821016404228,14123,149.62756525,146.9905098734839,1.0179403104240257
2008-10-01,California,8.3,-0.2288003081001505,14153,146.86178089,147.5442755586523,0.995374306010395
2008-11-01,California,8.7,-0.22430046372834844,14184,143.44617849,148.11869189519055,0.9684542622851622
2008-12-01,California,9.2,-0.22278922180194194,14214,139.66288822,148.67670784447995,0.9393730211331512
2009-01-01,California,9.7,-0.2182597421686373,14245,136.62910705,149.25553294308344,0.915403967651247
2009-02-01,California,10.1,-0.20833678145005696,14276,134.63511125,149.83661151164623,0.8985461556539226
2009-03-01,California,10.5,-0.1989891814334651,14304,133.12745621,150.36340087263366,0.885371409780539
2009-04-01,California,10.8,-0.18892287066585312,14335,132.36588601,150.94879256981528,0.8768926452245683
2009-05-01,California,11,-0.16942268021159912,14365,133.23695493,151.51747051789977,0.8793504437117687
2009-06-01,California,11.2,-0.14645732694714675,14396,135.0560829,152.10735521526885,0.8878997515199896
2009-07-01,California,11.4,-0.12468620465796587,14426,136.23178668,152.68039788212153,0.892267694934743
2009-08-01,California,11.5,-0.10121070122843379,14457,136.96608759,153.2748100643672,0.8935981557079183
2009-09-01,California,11.7,-0.08054074802236355,14488,137.57644922,153.8715363998852,0.8940994055096901
2009-10-01,California,11.8,-0.05846778867833202,14518,138.27509732,154.45122536657928,0.8952670785991734
2009-11-01,California,11.9,-0.03256219767698876,14549,138.77525567,155.05253169793653,0.8950208948561583
2009-12-01,California,12.1,-0.009638525789897212,14579,138.31674387,155.63666989520317,0.8887156475600165
2010-01-01,California,12.2,0.005901090678320564,14610,137.4353678,156.24259137479783,0.8796280616616075
2010-02-01,California,12.2,0.021943248849211283,14641,137.589443,156.85087181542463,0.8771990962339651
2010-03-01,California,12.3,0.03979234585271141,14669,138.42490999,157.4023216226538,0.8794337247569383
2010-04-01,California,12.2,0.04854360268864566,14700,138.79140299,158.01511710120954,0.8783425632694583
2010-05-01,California,12.2,0.04208808699467936,14730,138.84464348,158.6104164145042,0.8753816213252391
2010-06-01,California,12.2,0.024894343429828547,14761,138.41821541,159.227915222836,0.8693087215033036
2010-07-01,California,12.2,0.01186801663108028,14791,137.84858779,159.82778357928433,0.8624820084651846
2010-08-01,California,12.2,-3.3422769683699727e-4,14822,136.92030973,160.4500218164035,0.853351767609433
2010-09-01,California,12.2,-0.014599081466248665,14853,135.56795943,161.07468253861938,0.8416466032611681
2010-10-01,California,12.3,-0.02866723073661248,14883,134.3111332,161.68150832632523,0.8307142516812559
2010-11-01,California,12.3,-0.04044440504110236,14914,133.16257302,162.31096344647247,0.8204163797223399
2010-12-01,California,12.2,-0.046210944323612946,14944,131.92499652,162.92244674536462,0.8097410710151483
2011-01-01,California,12.1,-0.04950338663844289,14975,130.63185165,163.55673306142128,0.7986944297850652
2011-02-01,California,12,-0.056397396056033,15006,129.82975669,164.19348876790724,0.790711968326092
2011-03-01,California,11.9,-0.06256445960936985,15034,129.7644303,164.77075344410184,0.7875452869372375
2011-04-01,California,11.8,-0.06442060068118349,15065,129.85037744,165.4122355497523,0.7850107158544744
2011-05-01,California,11.8,-0.06688243411664385,15095,129.55837576,166.0354024469437,0.7803057290832908
2011-06-01,California,11.8,-0.0662156912863785,15126,129.25275759,166.6818080580602,0.775446097542795
2011-07-01,California,11.8,-0.06637108117449808,15156,128.69942798,167.3097578877725,0.7692284634487881
2011-08-01,California,11.7,-0.06539296045748144,15187,127.96668533,167.96112479325976,0.7618827599988499
2011-09-01,California,11.6,-0.06119225777889992,15218,127.27224991,168.6150275869758,0.7548096497173113
2011-10-01,California,11.5,-0.05793472301669178,15248,126.5298549,169.25026054427187,0.7475903108988289
2011-11-01,California,11.3,-0.05313732439622698,15279,126.08667018,169.90918217475806,0.7420827324700737
2011-12-01,California,11.2,-0.04932039963339019,15309,125.41840297,170.54929067403728,0.7353792119235852
2012-01-01,California,11,-0.04590451359494285,15340,124.63526004,171.21326966188516,0.7279532730502245
2012-02-01,California,10.9,-0.038857794381036426,15371,124.7848587,171.87983363906125,0.726000578765056
2012-03-01,California,10.8,-0.026317705029835103,15400,126.3493283,172.50574261189982,0.7324354910564244
2012-04-01,California,10.7,-0.011458214980449077,15431,128.3625239,173.17733841816036,0.7412200988448682
